phenotype	description	variable_type	source	n_non_missing	n_missing	n_controls	n_cases	PHESANT_transformation	notes
22601_11843115	Job coding: social services manager, community care manager, welfare services manager	binary	phesant	89866	271328	89133	733	22601_0 || CAT-MUL-BINARY-VAR 11843115 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 11843115 but with missing value (<0) || sample 89133/733(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_42113094	Job coding: medical secretary	binary	phesant	89866	271328	89711	155	22601_0 || CAT-MUL-BINARY-VAR 42113094 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 42113094 but with missing value (<0) || sample 89711/155(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_51122486	Job coding: nurseryman, market gardener, horticulturist	binary	phesant	89866	271328	89712	154	22601_0 || CAT-MUL-BINARY-VAR 51122486 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 51122486 but with missing value (<0) || sample 89712/154(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_41423309	Job coding: communication/telecommunications operator, radio/telex operator, radar operator	binary	phesant	89866	271328	89670	196	22601_0 || CAT-MUL-BINARY-VAR 41423309 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 41423309 but with missing value (<0) || sample 89670/196(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_81312794	Job coding: assembler, machine operator, foreman	binary	phesant	89866	271328	89548	318	22601_0 || CAT-MUL-BINARY-VAR 81312794 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 81312794 but with missing value (<0) || sample 89548/318(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_21222865	Job coding: mechanical engineer	binary	phesant	89866	271328	89765	101	22601_0 || CAT-MUL-BINARY-VAR 21222865 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 21222865 but with missing value (<0) || sample 89765/101(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_11623349	Job coding: storage manager, stock control manager, container terminal manager	binary	phesant	89866	271328	89683	183	22601_0 || CAT-MUL-BINARY-VAR 11623349 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 11623349 but with missing value (<0) || sample 89683/183(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_92332986	Job coding: other cleaner including in offices, hospitals, schools, shops, warehouses, ships, aircraft, stations	binary	phesant	89866	271328	89532	334	22601_0 || CAT-MUL-BINARY-VAR 92332986 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 92332986 but with missing value (<0) || sample 89532/334(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_92113352	Job coding: postal worker, postman, mail sorter, messenger, courier, mailroom clerk, post sorter, leaflet/circular distributor, newspaper/parcel deliverer	binary	phesant	89866	271328	89589	277	22601_0 || CAT-MUL-BINARY-VAR 92113352 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 92113352 but with missing value (<0) || sample 89589/277(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_34333162	Job coding: public relations officer, press officer, information officer	binary	phesant	89866	271328	89746	120	22601_0 || CAT-MUL-BINARY-VAR 34333162 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 34333162 but with missing value (<0) || sample 89746/120(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_35623213	Job coding: personnel or industrial relations officer, recruitment consultant	binary	phesant	89866	271328	89474	392	22601_0 || CAT-MUL-BINARY-VAR 35623213 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 35623213 but with missing value (<0) || sample 89474/392(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_11733439	Job coding: senior officer in fire service including captain, commander, controller, firemaster, inspector, salvage officer, station officer, superintendent	binary	phesant	89866	271328	89735	131	22601_0 || CAT-MUL-BINARY-VAR 11733439 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 11733439 but with missing value (<0) || sample 89735/131(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_32323112	Job coding: benefits advisor, citizens advice bureau adviser, debt counsellor	binary	phesant	89866	271328	89754	112	22601_0 || CAT-MUL-BINARY-VAR 32323112 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 32323112 but with missing value (<0) || sample 89754/112(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_24193278	Job coding: other legal professional including: court clerk, legal officer/advisor, clerk to the justices, legal services registrar	binary	phesant	89866	271328	89694	172	22601_0 || CAT-MUL-BINARY-VAR 24193278 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 24193278 but with missing value (<0) || sample 89694/172(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_81162743	Job coding: machine operator, plastics moulder, foreman	binary	phesant	89866	271328	89677	189	22601_0 || CAT-MUL-BINARY-VAR 81162743 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 81162743 but with missing value (<0) || sample 89677/189(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_11313221	Job coding: financial services manager, chartered secretary, banker, merchant or investment banker, finance director, tax manager	binary	phesant	89866	271328	89613	253	22601_0 || CAT-MUL-BINARY-VAR 11313221 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 11313221 but with missing value (<0) || sample 89613/253(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_41342670	Job coding: road transport/traffic clerk, distribution clerk/controller, shipping clerk/controller, fleet controller/administrator, traffic officer (road haulage)	binary	phesant	89866	271328	89646	220	22601_0 || CAT-MUL-BINARY-VAR 41342670 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 41342670 but with missing value (<0) || sample 89646/220(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_23133420	Job coding: education officer, director of education, curriculum development officer	binary	phesant	89866	271328	88985	881	22601_0 || CAT-MUL-BINARY-VAR 23133420 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 23133420 but with missing value (<0) || sample 88985/881(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_35363269	Job coding: import agent, export agent, shipping agent	binary	phesant	89866	271328	89723	143	22601_0 || CAT-MUL-BINARY-VAR 35363269 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 35363269 but with missing value (<0) || sample 89723/143(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_71293332	Job coding: advertising or sales representative, demonstrator, estate agent negotiator, land/property salesman	binary	phesant	89866	271328	89632	234	22601_0 || CAT-MUL-BINARY-VAR 71293332 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 71293332 but with missing value (<0) || sample 89632/234(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_92333396	Job coding: cleaner in restaurants, bars, pubs, hotels and other accommodation; chambermaid	binary	phesant	89866	271328	89725	141	22601_0 || CAT-MUL-BINARY-VAR 92333396 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 92333396 but with missing value (<0) || sample 89725/141(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_53192534	Job coding: builder, building contractor	binary	phesant	89866	271328	89753	113	22601_0 || CAT-MUL-BINARY-VAR 53192534 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 53192534 but with missing value (<0) || sample 89753/113(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_34153170	Job coding: musician, bandsman, instrumentalist, bellringer; composer, conductor; song writer	binary	phesant	89866	271328	89706	160	22601_0 || CAT-MUL-BINARY-VAR 34153170 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 34153170 but with missing value (<0) || sample 89706/160(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_23293164	Job coding: researcher in broadcasting, journalism, photography, printing and publishing	binary	phesant	89866	271328	89704	162	22601_0 || CAT-MUL-BINARY-VAR 23293164 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 23293164 but with missing value (<0) || sample 89704/162(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_35623273	Job coding: personnel or industrial relations officer, recruitment consultant	binary	phesant	89866	271328	89742	124	22601_0 || CAT-MUL-BINARY-VAR 35623273 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 35623273 but with missing value (<0) || sample 89742/124(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_11853100	Job coding: residential manager, day care manager, nursing home manager, retirement home manager, convalescent home manager	binary	phesant	89866	271328	89548	318	22601_0 || CAT-MUL-BINARY-VAR 11853100 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 11853100 but with missing value (<0) || sample 89548/318(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_91493354	Job coding: stores/warehouse porter	binary	phesant	89866	271328	89735	131	22601_0 || CAT-MUL-BINARY-VAR 91493354 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 91493354 but with missing value (<0) || sample 89735/131(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_81142763	Job coding: machine operator, processor, paint maker, foreman	binary	phesant	89866	271328	89757	109	22601_0 || CAT-MUL-BINARY-VAR 81142763 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 81142763 but with missing value (<0) || sample 89757/109(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_12253173	Job coding: manager of theatre, cinema, museum	binary	phesant	89866	271328	89662	204	22601_0 || CAT-MUL-BINARY-VAR 12253173 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 12253173 but with missing value (<0) || sample 89662/204(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_41363428	Job coding: database assistant/clerk, computer clerk, data entry clerk/processor, book keeping/accounts machinist	binary	phesant	89866	271328	89672	194	22601_0 || CAT-MUL-BINARY-VAR 41363428 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 41363428 but with missing value (<0) || sample 89672/194(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_33133440	Job coding: fire service officer (leading fire officer and below)	binary	phesant	89866	271328	89678	188	22601_0 || CAT-MUL-BINARY-VAR 33133440 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 33133440 but with missing value (<0) || sample 89678/188(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_35323265	Job coding: broker, financial/insurance broker, foreign exchange dealer, ship/marine broker, stockbroker, commodity trader	binary	phesant	89866	271328	89650	216	22601_0 || CAT-MUL-BINARY-VAR 35323265 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 35323265 but with missing value (<0) || sample 89650/216(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_92332985	Job coding: house cleaner, domestic, chambermaid, charlady	binary	phesant	89866	271328	89705	161	22601_0 || CAT-MUL-BINARY-VAR 92332985 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 92332985 but with missing value (<0) || sample 89705/161(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_92443411	Job coding: school mid-day assistant, dinner or school meals supervisor or assistant, lunchtime supervisor	binary	phesant	89866	271328	89684	182	22601_0 || CAT-MUL-BINARY-VAR 92443411 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 92443411 but with missing value (<0) || sample 89684/182(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_82142611	Job coding: taxi or cab driver, chauffeur, hearse driver	binary	phesant	89866	271328	89623	243	22601_0 || CAT-MUL-BINARY-VAR 82142611 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 82142611 but with missing value (<0) || sample 89623/243(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_11373228	Job coding: research and development manager	binary	phesant	89866	271328	89747	119	22601_0 || CAT-MUL-BINARY-VAR 11373228 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 11373228 but with missing value (<0) || sample 89747/119(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_52452948	Job coding: computer engineer, computer service or maintenance technician	binary	phesant	89866	271328	89749	117	22601_0 || CAT-MUL-BINARY-VAR 52452948 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 52452948 but with missing value (<0) || sample 89749/117(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_92233412	Job coding: dinner lady	binary	phesant	89866	271328	89703	163	22601_0 || CAT-MUL-BINARY-VAR 92233412 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 92233412 but with missing value (<0) || sample 89703/163(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_11423324	Job coding: customer care/relations manager, help desk manager	binary	phesant	89866	271328	89763	103	22601_0 || CAT-MUL-BINARY-VAR 11423324 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 11423324 but with missing value (<0) || sample 89763/103(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_41423445	Job coding: emergency services control room/radio operator/officer	binary	phesant	89866	271328	89703	163	22601_0 || CAT-MUL-BINARY-VAR 41423445 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 41423445 but with missing value (<0) || sample 89703/163(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_35673467	Job coding: health and safety officer, occupational hygienist, safety adviser, road safety officer	binary	phesant	89866	271328	89755	111	22601_0 || CAT-MUL-BINARY-VAR 35673467 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 35673467 but with missing value (<0) || sample 89755/111(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_32323410	Job coding: school/student counsellor, school attendance officer	binary	phesant	89866	271328	89757	109	22601_0 || CAT-MUL-BINARY-VAR 32323410 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 32323410 but with missing value (<0) || sample 89757/109(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_62143372	Job coding: air hostess, air steward, air travel assistant, cabin/flight attendant, cabin crew, air purser, passenger services agent, check-in-staff	binary	phesant	89866	271328	89747	119	22601_0 || CAT-MUL-BINARY-VAR 62143372 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 62143372 but with missing value (<0) || sample 89747/119(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_82152612	Job coding: driving instructor, hgv instructor	binary	phesant	89866	271328	89742	124	22601_0 || CAT-MUL-BINARY-VAR 82152612 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 82152612 but with missing value (<0) || sample 89742/124(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_41313093	Job coding: ward clerk, medical records clerk	binary	phesant	89866	271328	89640	226	22601_0 || CAT-MUL-BINARY-VAR 41313093 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 41313093 but with missing value (<0) || sample 89640/226(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_92413455	Job coding: security guard/officer, night watchman, store detective, private detective, bodyguard, gateman, door keeper, cctv operator, patrolman	binary	phesant	89866	271328	89584	282	22601_0 || CAT-MUL-BINARY-VAR 92413455 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 92413455 but with missing value (<0) || sample 89584/282(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_62133370	Job coding: travel/tour guide	binary	phesant	89866	271328	89682	184	22601_0 || CAT-MUL-BINARY-VAR 62133370 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 62133370 but with missing value (<0) || sample 89682/184(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_12263368	Job coding: travel agency manager/owner, tourist manager	binary	phesant	89866	271328	89692	174	22601_0 || CAT-MUL-BINARY-VAR 12263368 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 12263368 but with missing value (<0) || sample 89692/174(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_11232861	Job coding: manager in mining, energy production or water supply	binary	phesant	89866	271328	89586	280	22601_0 || CAT-MUL-BINARY-VAR 11232861 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 11232861 but with missing value (<0) || sample 89586/280(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_42133407	Job coding: school secretary, clerical assistant, school registry assistant	binary	phesant	89866	271328	89719	147	22601_0 || CAT-MUL-BINARY-VAR 42133407 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 42133407 but with missing value (<0) || sample 89719/147(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_33143448	Job coding: prison service officer (below principal officer), prison warder	binary	phesant	89866	271328	89760	106	22601_0 || CAT-MUL-BINARY-VAR 33143448 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 33143448 but with missing value (<0) || sample 89760/106(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_35672595	Job coding: health and safety officer, occupational hygienist, safety adviser	binary	phesant	89866	271328	89763	103	22601_0 || CAT-MUL-BINARY-VAR 35672595 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 35672595 but with missing value (<0) || sample 89763/103(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
22601_23193429	Job coding: day nursery manager or owner	binary	phesant	89866	271328	89753	113	22601_0 || CAT-MUL-BINARY-VAR 23193429 || Indicator name x22599_0_0 || Remove indicator var NAs: 271328 || Remove indicator var <0: 0 || Removed 0 examples != 23193429 but with missing value (<0) || sample 89753/113(89866) ||	Participants were asked to select a job group by navigating down a three-level tree. This field records the code they selected at the final level of the tree.
41235	Spells in hospital	ordinal	phesant	236484	124710	NA	NA	41235_0|| INTEGER || CONTINUOUS || >20% IN ONE CATEGORY || Split into three bins: 0: <2, 1: [2,4), 2: >=4 ||cat N: 72959, 81787, 81738 || CAT-ORD || order: 0|1|2 || num categories: 3 ||	This field holds the total number of known spells a participant has had in hospital, as derived from all of their available hospital Episode records. As the data does not always permit Episodes to be unambiguously amalgamated into Spells, the figures are approximate.
100010	Portion size	ordinal	phesant	51427	309767	NA	NA	100010_0|| CAT-SINGLE || Inc(>=10): 10(41137) || Inc(>=10): 15(6453) || Inc(>=10): 5(3837) || ordered || CAT-ORD || order: 5|10|15 || num categories: 3 ||	Question asked: "How would you describe your serving size?" If the participant activated the Help feature they were shown the message: Please compare the amount you eat with other people you know, then try to answer the question. 
100022	Alcohol	ordinal	phesant	51453	309741	NA	NA	100022_0|| CONTINUOUS MAIN || CONTINUOUS || >20% IN ONE CATEGORY || Split into three bins: 0: [0,0], 1: (0,24), 2: >=24 ||cat N: 24722, 12958, 13773 || CAT-ORD || order: 0|1|2 || num categories: 3 ||	Alcohol. Estimated intake, based on food and beverage consumption yesterday, excluding any supplements.
100150	Drinking water intake	ordinal	phesant	51427	309767	NA	NA	100150_0|| CAT-SINGLE || reorder 555|1|2|3|4|5|600 || Default related field: x20082_0_0 || default value 0 set, N= 8018 || Inc(>=10): 3(11217) || Inc(>=10): 1(2873) || Inc(>=10): 2(10317) || Inc(>=10): 4(7215) || Inc(>=10): 5(5287) || Inc(>=10): 0(8018) || Inc(>=10): 7(3569) || Inc(>=10): 6(2931) || ordered || CAT-ORD || order: 555|1|2|3|4|5|600 || num categories: 8 ||	Question asked: "How many glasses/beakers of water (e.g. still, fizzy, tap) did you drink yesterday?"
100160	Low calorie drink intake	ordinal	phesant	51427	309767	NA	NA	100160_0|| CAT-SINGLE || reorder 555|1|2|3|4|5|600 || Default related field: x20082_0_0 || default value 0 set, N= 44547 || Inc(>=10): 0(44547) || Inc(>=10): 4(561) || Inc(>=10): 2(3543) || Inc(>=10): 5(283) || Inc(>=10): 1(701) || Inc(>=10): 3(1607) || Inc(>=10): 7(100) || Inc(>=10): 6(85) || ordered || CAT-ORD || order: 555|1|2|3|4|5|600 || num categories: 8 ||	Question asked: "How many glasses/cans of low calorie or diet drinks (e.g. fizzy, squash) did you drink yesterday?" If the participant activated the Help feature they were shown the message: Low calorie flavoured water should be recorded under low calorie drinks. 
100170	Fizzy drink intake	ordinal	phesant	51427	309767	NA	NA	100170_0|| CAT-SINGLE || reorder 555|1|2|3|4|5|600 || Default related field: x20082_0_0 || default value 0 set, N= 46798 || Inc(>=10): 0(46798) || Inc(>=10): 2(2697) || Inc(>=10): 1(888) || Inc(>=10): 3(761) || Inc(>=10): 5(49) || Inc(>=10): 4(197) || Inc(>=10): 6(20) || Inc(>=10): 7(17) || ordered || CAT-ORD || order: 555|1|2|3|4|5|600 || num categories: 8 ||	Question asked: "How many glasses/cans of carbonated (fizzy) drinks did you drink yesterday?"
100190	Orange juice intake	ordinal	phesant	51414	309780	NA	NA	100190_0|| CAT-SINGLE || reorder 555|1|2|3|4|5|600 || Default related field: x20082_0_0 || default value 0 set, N= 37719 || Inc(>=10): 0(37719) || Inc(>=10): 1(4329) || Inc(>=10): 2(7955) || Inc(>=10): 3(1221) || Inc(>=10): 4(147) || Inc(>=10): 5(43) || Removed 6: 6<10 examples || Removed 7: 7<10 examples || ordered || CAT-ORD || order: 555|1|2|3|4|5|600 || num categories: 6 ||	Question asked: "How many glasses/cartons/250ml of pure orange juice did you drink yesterday?"
100250	Instant coffee intake	ordinal	phesant	51427	309767	NA	NA	100250_0|| CAT-SINGLE || reorder 555|1|2|3|4|5|600 || Default related field: x20082_0_0 || default value 0 set, N= 25775 || Inc(>=10): 5(2865) || Inc(>=10): 7(1039) || Inc(>=10): 0(25775) || Inc(>=10): 3(7205) || Inc(>=10): 4(4616) || Inc(>=10): 2(8202) || Inc(>=10): 1(170) || Inc(>=10): 6(1555) || ordered || CAT-ORD || order: 555|1|2|3|4|5|600 || num categories: 8 ||	Question asked: "How many cups/mugs of instant coffee did you drink yesterday?" This question was only asked to participants who reported drinking coffee yesterday.
100270	Filtered coffee intake	ordinal	phesant	51427	309767	NA	NA	100270_0|| CAT-SINGLE || reorder 555|1|2|3|4|5|600 || Default related field: x20082_0_0 || default value 0 set, N= 41264 || Inc(>=10): 0(41264) || Inc(>=10): 2(4719) || Inc(>=10): 3(3327) || Inc(>=10): 6(167) || Inc(>=10): 5(485) || Inc(>=10): 4(1221) || Inc(>=10): 1(154) || Inc(>=10): 7(90) || ordered || CAT-ORD || order: 555|1|2|3|4|5|600 || num categories: 8 ||	Question asked: "How many cups/mugs of filter/americano/cafetiere coffee did you drink yesterday?" This question was only asked to participants who reported drinking coffee yesterday.
100370	Intake of sugar added to coffee	ordinal	phesant	51427	309767	NA	NA	100370_0|| CAT-SINGLE || reorder 555|1|2|300 || Default related field: x20082_0_0 || default value 0 set, N= 43660 || Inc(>=10): 0(43660) || Inc(>=10): 2(3963) || Inc(>=10): 1(2119) || Inc(>=10): 3(1546) || Inc(>=10): 4(139) || ordered || CAT-ORD || order: 555|1|2|300 || num categories: 5 ||	Question asked: "How many teaspoons of sugar did you add to your coffee (per drink)?"
100400	Standard tea intake	ordinal	phesant	51427	309767	NA	NA	100400_0|| CAT-SINGLE || Default related field: x20082_0_0 || default value 0 set, N= 14478 || Inc(>=10): 0(14478) || Inc(>=10): 600(4321) || Inc(>=10): 1(5040) || Inc(>=10): 4(6727) || Inc(>=10): 3(7902) || Inc(>=10): 2(8396) || Inc(>=10): 5(4563) || ordered || CAT-ORD || order: 0|1|2|3|4|5|600 || num categories: 7 ||	Question asked: "How many cups/mugs of standard tea (e.g. Tetley, PG Tips, Assam, Darjeeling) did you drink yesterday?"
